latitude;longitude;penggunaan_bbm;tingkat_kemacetan;risiko_pengiriman
40.858.371.279.775.500;-7.209.669.575.896.510;5.660.782.990.393.310;6.399.959.520.996.960;7.862.256.020.189.860
3.023.051.394.852.290;-8.959.797.750.169.250;5.000.139.244.752.560;9.732.113.006.341.920;0.29461535099867175
4.278.746.289.670.430;-11.972.610.393.934.200;14.054.971.420.019.600;3.142.992.675.116.140;9.886.454.933.431.910
4.236.513.632.781.770;-11.949.547.972.350.600;8.547.741.505.418.920;6.911.531.358.392.540;801.723.823.825.491
4.538.521.247.606.750;-1.073.129.347.352.610;500.251.295.026.046;928.133.477.794.878;3.573.079.567.054.000
4.843.558.761.806.340;-7.119.763.935.098.290;6.584.130.620.778.510;9.916.443.641.023.730;19.333.608.114.113.900
3.574.825.981.054.680;-77.160.489.983.789;7.978.664.319.644.470;4.961.149.338.822.380;9.999.889.742.751.210
4.935.551.643.684.350;-7.038.859.082.002.980;50.794.468.838.008.900;40.713.684.512.976.500;9.999.972.830.384.200
3.000.042.175.120.990;-7.287.838.479.927.180;5.727.850.244.425.330;34.777.645.076.198.200;7.908.966.920.416.520
4.411.788.594.810.160;-10.493.206.583.622.300;5.002.919.590.606.540;1.801.071.224.708.270;9.803.486.866.191.080
3.629.162.964.123.050;-7.018.075.627.461.240;5.064.335.977.371.320;0.373047954095555;4.668.602.676.937.450
30.199.772.564.362.800;-7.813.115.190.791.160;6.448.247.346.061.540;0.3836019667876542;9.959.734.058.325.160
3.791.300.843.112.930;-8.189.810.183.682.240;6.209.779.092.501.500;9.997.465.241.899.480;8.733.800.025.137.960
41.765.653.951.098.100;-9.856.675.897.019.550;5.064.931.756.126.210;9.724.620.564.818.480;2.050.004.101.098.850
42.766.603.723.162.400;-729.928.313.205.138;55.860.561.347.064.900;7.461.625.231.066.890;8.926.543.531.852.870
3.694.696.607.586.940;-785.983.583.333.732;9.231.828.755.780.960;6.628.250.797.404.930;0.9046924640303375
31.246.627.850.321.600;-8.506.970.182.762.220;6.118.979.042.503.710;9.522.826.555.882.700;5.570.118.964.635.700
3.448.944.805.159.000;-9.462.746.014.958.070;5.072.486.733.393.510;9.952.139.834.495.310;36.668.335.676.520.000
30.644.381.148.741.500;-7.193.527.797.448.580;7.055.609.273.140.930;2.390.293.423.719.890;0.7811551286702083
4.322.977.876.153.720;-11.890.050.607.226.900;1.210.994.175.950.690;37.569.709.403.485.700;9.992.879.402.836.790
3.590.820.835.184.930;-70.006.234.005.024;5.000.812.232.061.430;9.452.052.015.441.850;37.595.029.270.274
3.696.631.106.861.370;-90.483.584.290.296;9.460.206.430.617.080;9.823.740.239.915.790;9.995.964.140.693.000
30.105.480.765.719.100;-8.725.683.753.386.290;15.367.668.035.949.800;50.556.636.151.952.300;9.480.859.747.207.530
40.186.605.177.891.600;-8.249.402.250.673.860;18.723.537.321.935.600;0.3017990214787175;5.867.892.973.014.060
3.569.539.032.176.440;-11.998.093.986.020.300;5.004.345.371.354.370;7.543.514.996.616.890;8.846.366.755.807.200
4.248.142.737.311.940;-10.590.988.923.476.900;8.608.997.751.238.240;14.485.742.205.455.200;93.052.400.125.752
4.430.389.341.353.190;-7.000.005.931.109.550;6.907.693.112.859.430;6.096.603.626.290.940;74.375.929.928.989.100
30.035.290.590.330.900;-7.030.073.903.678.710;5.013.761.828.735.490;27.757.820.497.226.100;8.850.539.225.483.740
3.022.020.679.674.320;-1.193.759.515.831.470;50.014.409.326.342.400;6.199.205.457.719.850;9.982.736.454.745.910
4.935.660.464.092.040;-7.128.676.338.313.060;6.767.789.802.294.270;6.635.927.930.517.370;9.998.641.063.727.850
30.518.857.328.364.200;-10.392.412.013.552.400;6.830.091.704.637.930;4.283.088.831.253.290;7.657.310.807.353.260
32.557.609.148.866.500;-9.501.792.879.922.610;5.009.438.273.140.750;8.724.108.053.073.410;6.629.960.052.041.920
300.248.226.962.535;-7.307.353.392.331.420;5.032.930.924.775.650;9.427.516.384.089.450;8.727.738.674.509.860
41.167.619.036.744.600;-10.530.282.314.550.000;9.638.217.753.518.150;9.998.711.220.399.810;997.462.890.680.309
30.160.464.172.688.600;-726.680.014.178.966;5.143.803.061.434.580;2.807.366.202.991.420;7.440.070.280.178.100
3.963.956.825.412.690;-1.160.938.537.314.750;501.952.754.470.816;9.935.363.683.823.750;18.635.374.811.551.900
30.048.254.622.051.300;-7.042.866.808.193.230;5.162.140.558.553.240;7.048.194.624.371.300;8.128.682.387.134.230
399.660.491.168.639;-7.054.171.777.868.510;5.024.968.588.702.400;729.273.870.652.264;9.996.105.725.015.030
4.847.704.960.607.510;-700.019.031.957.049;6.165.307.765.621.840;1.126.536.587.302.150;61.637.466.336.963.900
3.435.746.483.865.850;-10.684.720.033.632.100;19.857.689.735.341.700;0.9335639358469836;3.171.221.093.658.540
49.029.776.918.189.000;-795.300.329.497.883;5.001.774.356.536.440;0.16435635404841245;0.4864364815825178
49.987.697.791.472.900;-11.921.353.214.514.300;6.632.074.170.010.960;3.508.357.439.171.140;8.997.611.602.937.900
4.345.249.248.453.840;-701.017.670.388.568;1.788.640.955.636.170;9.924.192.057.687.840;92.211.831.233.801
4.048.084.757.047.590;-7.089.309.030.971.810;8.696.169.907.939.710;0.7148792633672658;9.992.680.497.766.960
3.042.307.860.963.410;-7.006.059.897.104.090;5.094.544.000.412.570;85.932.200.804.198;0.3138616243782854
30.022.873.906.797.400;-11.492.362.237.302.800;1.103.308.588.801.200;952.507.936.070.516;9.465.716.067.167.830
4.104.713.442.255.010;-11.992.137.017.138.900;5.022.544.008.242.530;9.329.036.689.514.010;1.936.135.279.705.960
47.002.544.689.004.400;-11.329.329.292.983.900;663.931.420.581.533;9.972.900.451.214.580;8.513.342.247.438.900
30.056.913.978.244.800;-7.013.424.775.976.880;5.000.000.009.252.840;12.904.668.966.352.700;8.936.060.278.812.100
43.266.757.042.626.900;-976.341.700.065.893;1.970.048.116.489.860;0.017356530250539803;9.993.359.085.638.300
4.383.163.225.446.640;-7.043.039.632.889.640;74.631.854.472.631.000;8.819.867.950.223.780;9.984.908.944.091.100
31.147.342.268.609.700;-11.649.791.648.789.100;9.830.582.841.158.380;0.6957144606125385;9.992.991.126.449.550
3.140.797.386.721.800;-7.007.708.255.076.870;5.000.000.010.984.210;8.080.301.662.378.280;9.476.669.784.289.220
32.433.490.373.105.400;-7.299.782.868.471.040;7.069.731.188.323.530;0.7047023447870466;9.919.723.728.186.600
4.927.541.862.086.900;-8.779.890.782.780.520;6.878.955.335.848.360;0.9836225083540042;36.283.771.857.883.100
3.760.824.589.238.010;-7.001.654.325.428.030;50.022.874.226.039;9.618.741.654.785.820;9.999.898.280.699.470
43.162.532.133.344.200;-7.793.957.600.680.330;1.876.583.974.570.870;14.416.401.013.094.500;5.966.853.056.768.580
31.774.866.423.305.400;-9.118.382.144.201.610;5.127.794.893.404.570;19.186.236.147.351.100;837.985.805.731.906
35.334.376.441.906.200;-7.000.228.216.796.950;8.041.925.163.676.310;9.999.382.355.464.200;9.991.411.819.229.050
3.253.964.861.885.990;-7.021.996.565.520.940;5.972.393.545.298.590;38.650.296.197.069.900;4.568.985.664.487.830
30.941.851.234.953.600;-8.564.297.899.519.780;10.352.987.765.905.600;21.807.246.855.031.300;0.18428999958374193
3.386.257.506.156.850;-7.034.600.924.557.360;6.028.912.648.373.420;0.005674178590453315;4.379.462.629.850.890
3.395.318.350.739.330;-11.968.518.402.888.000;11.078.116.792.863.600;12.250.504.413.254.900;9.999.999.920.058.170
46.058.998.549.238.100;-11.299.466.322.136.900;8.167.248.856.610.480;9.652.433.685.886.460;6.012.205.582.207.800
40.441.987.172.200.300;-9.353.359.365.079.360;1.801.959.238.057.490;5.973.680.531.917.810;5.597.590.493.340.360
30.498.236.747.666.500;-7.445.834.489.960.820;13.974.683.538.118.000;10.226.130.261.107.700;860.634.885.237.896
3.433.095.395.736.760;-8.647.966.206.338.720;5.009.372.744.418.100;965.922.709.362.592;9.996.454.481.981.020
3.040.289.894.003.780;-869.647.625.168.359;9.546.180.614.554.930;4.184.362.265.362.270;955.068.650.239.534
30.029.949.182.873.900;-815.849.701.668.199;7.802.056.024.132.520;362.901.617.760.028;23.287.452.074.263.200
32.548.046.237.537.100;-7.007.261.351.564.530;8.616.496.129.501.970;7.398.807.981.076.370;9.061.250.244.218.390
4.369.063.015.626.720;-7.326.784.925.915.890;5.011.209.396.444.760;5.049.993.852.821.520;0.9377324026394023
49.729.232.635.293.500;-11.700.374.008.327.000;10.812.126.154.241.800;0.825621491674777;34.112.758.297.519.500
4.502.074.932.336.250;-8.388.024.986.107.360;5.000.653.097.007.960;43.553.539.617.653.000;51.195.117.018.176
3.015.102.758.139.140;-8.626.752.824.260.510;6.406.956.568.510.020;8.933.614.249.121.440;0.10126246791634677
4.651.110.513.134.020;-7.164.712.815.691.110;8.982.005.076.156.790;0.006122171142628621;7.417.971.266.517.250
3.625.825.145.088.010;-7.065.167.691.296.270;14.283.349.040.180.900;3.669.789.338.384.620;0.8201222298667372
3.511.010.297.385.930;-9.030.454.499.005.510;5.060.384.643.184.320;5.565.198.657.543.370;2.424.759.982.117.230
4.034.350.165.169.720;-7.381.320.226.241.930;50.000.179.794.549.500;2.869.870.263.406.390;0.21388325963000862
4.207.699.030.585.180;-7.727.189.358.242.240;52.265.428.249.762.400;9.965.085.004.021.970;8.818.758.324.075.910
4.986.848.646.328.230;-7.087.774.503.063.000;5.541.217.110.363.690;2.533.994.527.959.210;51.284.390.894.801.100
3.757.596.998.805.120;-9.053.326.303.463.360;5.976.947.507.768.650;9.087.121.387.329.980;28.441.487.245.936.700
4.783.402.168.006;-9.068.215.179.659.230;6.875.709.442.023.540;40.056.826.670.073.200;9.922.564.070.596.600
3.368.750.108.076.380;-10.661.333.881.660.800;51.121.158.738.639.700;15.782.957.134.317.600;9.985.000.534.425.540
38.743.886.705.794;-7.309.717.151.577.080;5.567.817.279.700.990;363.076.959.316.646;3.900.360.130.752.010
3.334.214.543.286.270;-10.167.665.022.003.900;9.420.538.024.447.230;3.615.554.580.012.850;9.664.229.672.333.030
484.764.898.327.136;-7.013.507.688.059.460;10.886.296.008.017.400;38.606.661.304.644.900;639.361.926.957.697
496.362.687.792.205;-7.399.731.537.410.970;19.943.186.203.021.400;34.761.271.879.025.700;545.680.471.193.251
3.581.067.451.061.350;-11.359.315.308.128.000;5.000.127.314.052.600;408.007.435.986.115;5.475.785.841.324.190
48.429.534.242.287.800;-1.191.525.006.328.740;5.390.628.844.472.350;4.193.569.794.612.390;11.682.313.546.627.300
4.676.470.345.614.580;-839.921.018.164.324;5.000.744.961.265.990;8.235.436.459.424.980;0.6221484368504158
39.322.687.911.857.600;-7.058.088.390.243.580;11.964.649.243.040.500;0.6709995524030001;0.22533888465340152
3.113.957.640.493.270;-1.145.039.802.968.400;5.000.324.570.083.010;0.8738518426094076;9.065.828.888.130.470
3.977.589.466.165.930;-11.724.074.947.478.800;1.441.840.408.892.890;37.953.072.816.372.800;9.978.707.944.702.080
30.081.636.024.973.900;-1.035.519.435.434.750;5.868.215.392.706.620;701.712.343.638.695;9.043.827.670.741.980
49.871.439.021.021.800;-7.029.616.569.803.970;17.443.806.622.044.900;0.15243645893906332;17.130.081.306.688.800
41.948.212.093.495.500;-7.802.813.486.334.540;5.100.187.415.183.370;9.992.305.660.651.740;9.116.704.554.295.280
3.082.422.865.714.520;-7.035.991.547.321.050;5.017.650.190.671.780;25.018.379.356.919.200;9.340.767.633.127.260
43.821.721.853.797.300;-11.998.677.564.584.800;11.003.967.548.098.200;0.9170157999908888;23.613.211.847.773.400
31.119.779.167.689.300;-11.702.776.835.039.900;72.055.930.664.041.400;918.251.583.589.086;9.973.017.955.531.850
4.947.591.112.327.310;-7.900.908.793.312.880;5.176.360.717.382.920;9.788.426.130.878.560;722.395.243.853.343
3.020.833.780.971.520;-8.882.405.439.780.090;5.000.000.000.022.570;14.732.371.639.882.600;9.944.210.189.709.850
31.738.538.954.358.500;-11.262.378.296.087.400;5.000.171.724.156.640;78.603.133.748.399.500;9.438.252.865.948.160
30.576.685.806.181.600;-10.989.249.994.406.100;7.109.423.855.859.180;8.589.555.640.404.170;9.999.413.790.251.990
4.882.155.176.352.400;-9.249.840.301.643.880;7.355.230.498.821.580;11.196.358.742.503.900;9.913.295.460.608.470
3.111.084.802.598.320;-759.418.825.486.436;50.193.884.670.137;17.003.616.455.262.700;9.813.347.459.903.930
300.525.523.377.009;-1.143.356.392.017.370;5.739.509.633.156.840;3.976.010.134.769.660;9.209.667.544.423.970
3.806.206.446.805.050;-11.732.008.412.108.800;5.000.811.840.487.960;972.825.038.852.288;0.16619103012783315
4.999.103.306.054.890;-8.337.606.927.855.110;1.395.749.197.266.330;4.428.984.944.536.480;994.265.806.317.173
3.507.889.710.258.070;-10.687.920.623.277.800;500.019.651.225.204;0.9575884298291315;699.166.045.587.405
3.011.322.822.279.990;-10.937.059.357.322.600;5.000.649.299.034.120;0.24348985700365983;9.998.366.311.047.460
350.195.342.987.935;-755.104.102.075.758;14.625.035.464.271.700;28.526.900.852.062.700;9.985.864.602.666.660
3.595.949.214.763.470;-7.401.417.237.776.770;8.804.371.092.968.680;7.552.336.701.014.590;7.171.248.547.606.920
30.315.366.415.054.400;-7.044.187.940.404.430;507.331.596.105.393;9.914.695.167.166.980;7.651.557.435.900.970
3.406.397.002.002.880;-9.762.820.826.105.690;5.000.000.006.273.260;70.012.827.245.414.800;33.280.045.701.004.800
3.860.423.087.516.700;-11.624.441.025.680.800;502.023.922.988.923;29.144.962.406.295.400;5.020.788.773.367.650
49.959.420.560.003.100;-11.100.441.345.545.900;17.365.711.171.884.000;5.634.462.058.039.880;3.158.883.199.936.090
468.684.399.485.298;-7.581.821.073.595.610;5.000.427.970.140.360;25.911.635.978.724.400;840.271.857.987.275
44.515.682.164.456.200;-8.164.668.664.904.160;5.027.283.538.485.210;28.042.330.230.920.500;979.972.191.363.368
31.896.236.653.297.500;-10.299.631.392.555.900;9.549.974.016.732.280;0.04456978846532074;906.037.838.929.543
3.995.408.968.613.410;-11.314.232.699.576.000;9.216.514.053.209.080;9.998.958.668.439.930;9.887.598.033.037.540
4.044.026.681.099.350;-10.103.106.965.109.200;6.070.354.352.759.390;5.416.938.011.865.300;926.135.376.927.316
325.473.988.512.527;-11.564.434.133.811.700;5.007.363.806.768.900;5.068.060.657.797.220;9.435.486.545.084.520
30.004.194.103.392.900;-7.192.926.433.923.100;5.000.036.847.079.800;559.303.466.874.804;49.519.266.932.568.500
4.138.244.653.207.780;-759.454.053.020.435;5.077.725.745.709.620;11.959.763.721.473.200;8.422.805.052.190.270
3.004.093.876.963.860;-9.851.128.202.668.260;5.076.047.616.998.020;0.3736571500921836;9.999.048.970.737.450
30.001.595.274.917.300;-10.582.416.162.604.300;9.076.218.292.582.830;0.25527383322599595;5.069.798.587.484.170
30.057.022.806.297.800;-10.043.480.697.682.200;5.000.227.308.026.040;8.836.801.355.540.440;9.963.154.156.989.170
33.449.191.265.977.700;-9.790.746.239.113.760;13.408.046.751.699.500;5.923.086.360.739.200;9.487.512.478.687.560
3.404.678.579.071.300;-828.958.260.521.728;1.950.402.340.440.070;0.2571963216279729;693.217.083.763.397
32.359.464.892.860.300;-708.963.540.395.722;78.666.947.864.847.600;5.444.357.813.249.960;2.583.527.348.015.190
4.350.695.037.505.820;-7.576.843.798.987.870;5.000.003.953.785.570;9.063.035.889.397.280;9.956.687.257.904.790
31.943.858.142.182.400;-7.131.965.517.551.580;5.002.567.893.917.380;4.211.920.526.418.410;999.999.760.502.421
3.879.560.310.290.470;-7.028.243.290.587.400;53.268.354.298.176.200;4.017.713.203.592.500;9.913.555.923.952.260
4.274.611.931.402.430;-7.005.190.151.658.580;5.365.095.744.678.800;18.233.642.223.190.300;999.615.050.350.557
3.719.898.069.414.070;-10.433.930.573.092.800;5.025.225.103.315.740;9.501.789.254.343.860;9.927.214.072.262.080
4.896.657.449.210.540;-8.203.736.672.047.280;19.313.898.372.455.200;8.313.427.949.720.400;99.495.371.851.384
4.636.534.039.346.460;-11.327.767.438.723.600;11.604.464.341.310.700;9.669.637.097.437.530;5.971.223.780.809.900
31.669.056.783.644.700;-8.831.642.146.654.140;50.002.808.682.284.700;0.06876254023034338;0.043793660817135344
3.784.339.495.857.910;-7.354.802.152.284.180;5.139.383.942.789.860;0.6549865351142504;9.959.171.841.699.970
34.429.645.057.891.400;-10.992.683.814.969.500;7.826.076.287.577.810;9.546.141.894.208.070;8.360.291.549.002.710
3.161.453.247.243.150;-7.690.511.376.485.330;7.595.464.969.475.700;0.01297126073725902;1.581.598.063.428.980
3.399.803.123.405.370;-7.000.031.691.582.210;501.240.093.759.808;6.406.404.221.339.090;7.570.403.022.457.620
31.393.943.611.936.800;-11.907.152.787.740.700;5.027.397.310.720.770;0.9361745625642126;9.770.313.905.422.210
335.961.912.494.073;-11.457.248.199.177.900;51.124.835.085.625.200;0.507729281912171;7.617.606.593.747.120
30.631.446.953.302.700;-7.351.123.758.955.120;6.419.924.218.932.920;0.9210326956840249;9.999.999.911.876.550
4.013.424.637.936.420;-8.432.619.346.028.330;68.181.972.525.482.900;9.988.787.222.403.270;6.866.753.131.413.620
30.277.317.240.309.100;-7.994.496.143.506.950;50.021.267.885.202.600;25.442.812.028.914.600;0.03230935165275237
3.178.407.547.917.310;-7.414.124.160.963.460;5.000.271.509.923.960;97.626.719.389.048;62.846.190.938.360.000
3.622.607.194.194.170;-7.744.794.464.859.890;7.366.026.283.267.070;1.823.946.490.900.300;7.006.791.986.801.610
4.750.000.011.819.030;-9.562.306.278.129.210;18.953.916.635.599.900;6.149.346.130.113.650;9.771.286.106.814.750
3.466.974.526.252.600;-7.701.668.585.998.480;5.000.008.886.659.210;5.788.100.382.118.190;3.990.681.635.351.430
3.111.434.431.478.400;-7.024.390.735.122.880;5.003.043.781.901.770;5.171.605.144.570.260;0.960840535878938
3.204.719.810.793.140;-952.784.847.708.114;5.358.012.851.550.540;9.669.746.536.531.210;9.600.185.653.625.260
30.582.603.391.179.300;-11.081.067.417.748.800;1.201.150.249.591.290;5.859.637.447.623.510;9.988.054.084.136.080
480.378.095.023.334;-8.468.193.756.884.040;5.605.113.390.284.240;48.819.448.856.865.000;5.159.690.728.634.530
30.038.383.939.324.600;-7.090.439.465.782.290;7.016.572.709.578.230;7.559.953.353.677.830;9.362.946.989.214.750
3.098.894.435.031.100;-7.103.253.730.325.680;5.715.170.835.687.730;44.974.352.331.891.100;9.989.382.501.456.260
3.891.199.966.973.670;-7.593.282.584.006.490;59.294.917.549.229.000;8.425.859.676.863.470;9.963.050.357.230.730
30.911.787.064.177.300;-10.795.644.267.314.900;14.931.720.358.803.500;7.860.743.276.164.030;9.901.684.090.078.510
363.319.189.172.723;-7.440.703.704.780.060;5.001.036.245.385.600;7.586.474.377.287.700;9.999.456.203.858.720
30.005.775.091.336.400;-7.016.233.698.643.130;50.304.571.816.582.600;9.169.993.844.185.740;49.620.529.834.352
31.280.037.647.909.300;-10.919.065.067.201.800;5.521.955.973.641.930;0.05559032756444835;9.808.239.529.538.460
4.369.247.661.665.260;-7.340.232.836.326.080;5.000.480.097.559.120;6.331.131.841.731.020;9.996.196.000.861.530
4.961.055.679.253.660;-10.760.193.346.722.500;6.859.060.045.970.310;983.943.251.594.972;2.368.441.777.532.460
488.077.326.089.916;-1.176.897.409.679.690;18.025.395.653.969.600;27.087.649.506.745.500;31.193.472.722.660.500
4.041.757.662.808.090;-759.013.223.620.384;5.236.624.289.958.580;9.922.881.438.385.930;9.921.687.861.896.040
34.109.182.290.699.500;-7.049.042.239.829.150;5.128.691.920.925.520;7.744.064.786.870.950;8.951.721.235.617.550
3.031.571.853.672.500;-731.219.590.170.995;6.408.424.537.562.580;8.748.716.494.601.040;30.166.772.946.692.300
35.021.079.583.096.000;-7.688.181.114.178.370;11.596.826.492.625.600;34.655.599.048.488.700;8.692.594.262.653.680
3.955.923.316.497.580;-11.196.477.543.101.800;5.050.408.327.502.740;4.808.204.301.496.980;9.917.881.361.026.430
30.308.988.115.032.800;-7.017.291.642.525.170;5.553.328.822.772.910;9.706.623.334.617.610;894.679.635.698.117
30.000.909.990.180.100;-8.742.390.360.705.030;5.024.454.510.686.370;9.982.703.815.805.100;0.24947213142870306
